transcript	CCL	CL	CT	T
atlasMiR-40488-5p_CGG#4	0.09857457	0.00000000	0.05234087	0.00874481
atlasMiR-40488-3p_CGG#4	0.01475156	0.00000000	0.10070708	0.00000000
atlasMiR-40505-5p_CGGGG#4	0.10555956	0.00000000	0.05090942	0.00000000
atlasMiR-40505-3p_CGGGG#4	0.07323803	0.00000000	0.06861662	0.00000000
atlasMiR-123763-5p_CGG#5	0.10414748	0.00000000	0.04008462	0.04111843
atlasMiR-123763-3p_CGG#5	0.06227112	0.00000000	0.07456986	0.00000000
atlasMiR-40518-3p_CGGGG#4	0.06911748	0.00000000	0.06606085	0.01687690
atlasMiR-40570-3p_CGG#5	0.09757815	0.00000000	0.05106165	0.01470416
atlasMiR-123820-3p_CGGGG#4	0.09403602	0.00000000	0.05710339	0.00000000
atlasMiR-123820-5p_CGGGG#4	0.09331153	0.31918106	0.03366451	0.04877860
atlasMiR-40604-5p_CGGGG#4	0.05101411	0.00000000	0.07103952	0.03423716
atlasMiR-40604-3p_CGGGG#4	0.13006511	0.00000000	0.01565160	0.07704972
atlasMiR-40626-5p_CGGGG#4	0.120197973	0.000000000	0.040590161	0.007412129
atlasMiR-40626-3p_CGGGG#4	0.12175723	0.00000000	0.04179462	0.00000000
atlasMiR-40631-5p_CGG#5	0.04004656	0.00000000	0.06479089	0.07768312
atlasMiR-40631-3p_CGG#5	0.17215422	0.00000000	0.00944821	0.01649884
atlasMiR-40643-5p_CGGGG#4	0.03723882	0.00000000	0.07981608	0.02934885
atlasMiR-40643-3p_CGGGG#4	0.11168149	0.00000000	0.03973785	0.02662852
atlasMiR-40660-5p_CGGGG#4	0.08472739	0.00000000	0.06195451	0.00000000
atlasMiR-40660-3p_CGGGG#4	0.14190487	0.00000000	0.03059755	0.00000000
atlasMiR-40680-5p_CGGG#3	0.07665154	0.00000000	0.05016332	0.05771135
atlasMiR-40680-3p_CGGG#3	0.05141667	0.00000000	0.05452986	0.09114214
atlasMiR-40681-5p_CGGG#3	0.06497022	0.00000000	0.06369209	0.03149535
atlasMiR-40681-3p_CGGG#3	0.11023587	0.00000000	0.04766529	0.00000000
atlasMiR-40682-5p_CGG#2	0.07853040	0.00000000	0.06501752	0.00000000
atlasMiR-40682-3p_CGG#2	0.0000000	0.0000000	0.1080141	0.0000000
atlasMiR-123909-5p_CGGG#4	0.11068474	0.00000000	0.04121595	0.02172292
atlasMiR-123913-3p_CGGGG#4	0.04367673	0.00000000	0.08404943	0.00000000
atlasMiR-123913-5p_CGGGG#4	0.13069437	0.00000000	0.02423142	0.04312737
atlasMiR-40701-5p_CGGGG#4	0.02277257	0.00000000	0.08073222	0.05266040
atlasMiR-40701-3p_CGGGG#4	0.01244423	0.00000000	0.09245289	0.03105389
atlasMiR-40722_CGG#4	0.08544798	0.00000000	0.03398335	0.09676318
atlasMiR-40722-5p_CGG#4	0.04119230	0.00000000	0.08535812	0.00000000
atlasMiR-40722-3p_CGG#4	0.12926340	0.00000000	0.02220384	0.05277554
atlasMiR-40782-3p_CGG#5	0.104161959	0.322851424	0.038872355	0.005925264
atlasMiR-124001-5p_CGGG#4	0.08006239	0.00000000	0.05315723	0.03843293
atlasMiR-124001-3p_CGGG#4	0.05983449	0.68006115	0.04886724	0.01634219
atlasMiR-124032_CGG#5	0.03481664	1.01466186	0.04529671	0.03985621
atlasMiR-124032-5p_CGG#5	0.12719721	0.32146444	0.02779091	0.00000000
atlasMiR-124032-3p_CGG#5	0.03480484	0.00000000	0.08859428	0.00000000
atlasMiR-40875-5p_CGG#3	0.098798203	0.000000000	0.051446982	0.007274367
atlasMiR-40875-3p_CGG#3	0.01909692	0.00000000	0.09371279	0.01217860
atlasMiR-124121-3p_CGGGG#3	0.109791841	0.000000000	0.045301544	0.007439024
atlasMiR-124145_CGG#3	0.01861882	0.00000000	0.08817262	0.03276654
atlasMiR-124145-3p_CGG#3	0.14314038	0.00000000	0.02907343	0.00000000
atlasMiR-124145-5p_CGG#3	0.03220024	0.00000000	0.07483902	0.05352291
atlasMiR-40927-5p_CGG#0	0.10615991	0.00000000	0.04929541	0.00000000
atlasMiR-40927-3p_CGG#0	0.13146165	0.00000000	0.02792879	0.02665977
atlasMiR-124155_CCGGG#4	0.12268065	0.00000000	0.02950674	0.03819330
atlasMiR-124155-5p_CCGGG#4	0.04402497	0.00000000	0.08330010	0.00000000
atlasMiR-124155-3p_CCGGG#4	0.07311428	0.31918106	0.03658388	0.07356924
atlasMiR-124170-5p_CGG#5	0.10735811	0.31918106	0.03446773	0.01413406
atlasMiR-124170-3p_CGG#5	0.12931494	0.00000000	0.03645147	0.00000000
atlasMiR-124195_CGG#2	0.03970251	0.00000000	0.08548529	0.00000000
atlasMiR-124195-3p_CGG#2	0.047237888	0.000000000	0.078656286	0.008923745
atlasMiR-124195-5p_CGG#2	0.08954597	0.00000000	0.05789317	0.00000000
atlasMiR-124198-3p_CGG#5	0.09343287	0.00000000	0.05568854	0.00000000
atlasMiR-124198-5p_CGG#5	0.130510847	0.000000000	0.033244431	0.007531875
atlasMiR-40997-5p_CGG#5	0.09108190	0.00000000	0.04950361	0.02662852
atlasMiR-40997-3p_CGG#5	0.008012522	0.000000000	0.063332609	0.139625408
atlasMiR-41006-5p_CGG#4	0.07841151	0.00000000	0.05704365	0.02428903
atlasMiR-41006-3p_CGG#4	0.02642878	1.00542932	0.06042156	0.00000000
atlasMiR-41038-5p_CGGGG#4	0.08566824	0.00000000	0.04454302	0.05411727
atlasMiR-41038-3p_CGGGG#4	0.06615585	0.00000000	0.05413148	0.05806139
atlasMiR-41039_CCGGG#3	0.03022191	0.00000000	0.07957224	0.03753170
atlasMiR-41039-5p_CCGGG#3	0.11312650	0.00000000	0.03925151	0.01907722
atlasMiR-41039-3p_CCGGG#3	0.006480423	0.000000000	0.074247573	0.102757688
atlasMiR-124257_CGGG#3	0.04332688	0.00000000	0.05869536	0.08611999
atlasMiR-124257-3p_CGGG#3	0.007282235	0.000000000	0.102608324	0.000000000
atlasMiR-124268-3p_CGG#2	0.06383169	0.00000000	0.03379632	0.13471479
atlasMiR-124268-5p_CGG#2	0.13186782	0.00000000	0.02491242	0.03337575
atlasMiR-41084-5p_CGG#3	0.006297622	0.000000000	0.095775972	0.026031882
atlasMiR-124288-5p_CGGGG#4	0.05792163	0.00000000	0.07473731	0.00000000
atlasMiR-124287-3p_CGGGG#4	0.055021082	0.000000000	0.073667276	0.009315114
atlasMiR-41084-3p_CGG#3	0.126630882	0.000000000	0.003486056	0.119443573
atlasMiR-124287-5p_CGGGG#4	0.12603185	0.00000000	0.03267822	0.01649884
atlasMiR-124288-3p_CGGGG#4	0.11966791	0.00000000	0.04073917	0.00000000
atlasMiR-41088-5p_CGGGG#4	0.07459676	1.32503016	0.02335088	0.00000000
atlasMiR-41088-3p_CGGGG#4	0.10671002	0.00000000	0.01174867	0.12828313
atlasMiR-124295_CCGGG#3	0.04604475	0.31918106	0.06340297	0.02662852
atlasMiR-124295-5p_CCGGG#3	0.15150813	0.00000000	0.01354577	0.03419165
atlasMiR-124295-3p_CCGGG#3	0.11623205	0.00000000	0.04244661	0.00000000
atlasMiR-124296-5p_CG#1	0.018133746	0.000000000	0.093716178	0.008923745
atlasMiR-124296-3p_CG#1	0.07954477	0.00000000	0.05393042	0.03064667
atlasMiR-41093_CGG#1	0.01159881	0.00000000	0.08495798	0.05269165
atlasMiR-41093-5p_CGG#1	0.09194970	0.00000000	0.04416060	0.04104759
atlasMiR-41093-3p_CGG#1	0.10577264	0.00000000	0.04807144	0.00000000
atlasMiR-41098-5p_CGG#3	0.03436920	0.00000000	0.07657863	0.03795171
atlasMiR-41098-3p_CGG#3	0.17945662	0.00000000	0.00000000	0.02717976
atlasMiR-124303_CGGGG#4	0.12306287	0.00000000	0.03380796	0.01687690
atlasMiR-124303-5p_CGGGG#4	0.07337975	0.00000000	0.03929402	0.09432575
atlasMiR-124303-3p_CGGGG#4	0.0000000	0.8136246	0.0000000	0.2859110
atlasMiR-124358-5p_CG#0	0.04016640	0.00000000	0.03656084	0.16888492
atlasMiR-124358-3p_CG#0	0.08251556	0.00000000	0.05276305	0.02826372
atlasMiR-124376-5p_CGGGG#1	0.09210354	0.00000000	0.05542256	0.00000000
atlasMiR-124376-3p_CGGGG#1	0.08531815	0.00000000	0.04866377	0.03729775
atlasMiR-124390-3p_CGGGG#4	0.00905472	0.00000000	0.09351292	0.02639446
atlasMiR-124390-5p_CGGGG#4	0.08199289	0.00000000	0.06091184	0.00000000
atlasMiR-41182-5p_CGGGG#2	0.088608866	0.000000000	0.054763550	0.008923745
atlasMiR-41182-3p_CGGGG#2	0.07346182	0.00000000	0.06553274	0.00000000
atlasMiR-41255_CCGGG#4	0.08687895	0.00000000	0.05815408	0.00000000
atlasMiR-41255-5p_CCGGG#4	0.15766020	0.00000000	0.01928365	0.00000000
atlasMiR-41255-3p_CCGGG#4	0.15973284	0.00000000	0.01810778	0.00000000
atlasMiR-124480-3p_CGGG#4	0.00000000	0.64203248	0.06829443	0.06074381
atlasMiR-41286-5p_CGG#1	0.09002527	0.67082039	0.02687611	0.02916195
atlasMiR-124487-5p_CGG#2	0.03105857	0.00000000	0.08864965	0.00000000
atlasMiR-124486-3p_CGG#2	0.06360788	0.00000000	0.07078610	0.00000000
atlasMiR-124486-5p_CGG#2	0.089224678	0.813624633	0.028422114	0.008906963
atlasMiR-124487-3p_CGG#2	0.07074467	0.00000000	0.06683127	0.00000000
atlasMiR-41286-3p_CGG#1	0.06888427	0.00000000	0.06784619	0.00000000
atlasMiR-41287-5p_CGG#1	0.180337292	0.000000000	0.006696015	0.000000000
atlasMiR-41287-3p_CGG#1	0.05469454	0.00000000	0.06184807	0.04886246
atlasMiR-124497-5p_CGGGG#1	0.05734629	0.00000000	0.06787079	0.02215007
atlasMiR-124497-3p_CGGGG#1	0.05172528	0.00000000	0.05275342	0.08682080
atlasMiR-41301_CCGGG#4	0.01469222	0.00000000	0.08874580	0.03083582
atlasMiR-41301-5p_CCGGG#4	0.01857655	0.00000000	0.04280894	0.18648874
atlasMiR-41301-3p_CCGGG#4	0.16855015	0.00000000	0.01283137	0.00000000
atlasMiR-41311-5p_CGG#5	0.07980257	0.00000000	0.05755763	0.01392095
atlasMiR-41311-3p_CGG#5	0.03460097	0.00000000	0.08623003	0.00000000
atlasMiR-124510-5p_CGGGG#3	0.05045731	0.00000000	0.06707313	0.03729243
atlasMiR-124510-3p_CGGGG#3	0.084245529	0.000000000	0.056286492	0.009619198
atlasMiR-41321_CGGGG#2	0.09475547	0.67082039	0.02587123	0.02167298
atlasMiR-41321-5p_CGGGG#2	0.07867281	0.00000000	0.05615055	0.02086125
atlasMiR-41321-3p_CGGGG#2	0.06067222	0.00000000	0.05271251	0.06799029
atlasMiR-124511_CGG#1	0.04417969	0.00000000	0.05931019	0.07668152
atlasMiR-41322-5p_CGG#1	0.10827171	0.00000000	0.03631096	0.03337575
atlasMiR-124511-3p_CGG#1	0.08609324	0.00000000	0.05779174	0.00000000
atlasMiR-124511-5p_CGG#1	0.074061686	0.000000000	0.005766178	0.208960909
atlasMiR-41322-3p_CGG#1	0.12438046	0.00000000	0.03675681	0.00000000
atlasMiR-41323_CGGGG#2	0.1092119	0.0000000	0.0449963	0.0000000
atlasMiR-41323-5p_CGGGG#2	0.09319281	0.00000000	0.04221636	0.04117308
atlasMiR-41323-3p_CGGGG#2	0.123588248	0.000000000	0.034427473	0.009268486
atlasMiR-124537-5p_CGG#5	0.09996517	1.00542932	0.01811292	0.00000000
atlasMiR-124537-3p_CGG#5	0.08094241	0.00000000	0.06035439	0.00000000
atlasMiR-124538-5p_CGGGG#1	0.04277105	0.00000000	0.05752668	0.08424516
atlasMiR-124538-3p_CGGGG#1	0.085743518	0.000000000	0.054919978	0.009400757
atlasMiR-41336-5p_CGGGG#1	0.08183956	0.54726749	0.03501737	0.02603188
atlasMiR-41336-3p_CGGGG#1	0.01895681	0.00000000	0.05049349	0.15559262
atlasMiR-124561-3p_CGCGG#4	0.12948687	0.00000000	0.03351749	0.00000000
atlasMiR-124561-5p_CGCGG#4	0.13562665	0.00000000	0.03014327	0.00000000
atlasMiR-41348-5p_CGGGG#4	0.09138474	0.00000000	0.03733602	0.06080938
atlasMiR-41348-3p_CGGGG#4	0.08204239	0.00000000	0.05950340	0.00000000
atlasMiR-41352-5p_CGG#3	0.02526989	0.00000000	0.06719772	0.08354030
atlasMiR-41352-3p_CGG#3	0.136227969	0.000000000	0.006689746	0.082200320
atlasMiR-41353-5p_CGGGG#4	0.08875170	0.00000000	0.05575867	0.00000000
atlasMiR-41353-3p_CGGGG#4	0.06731083	0.00000000	0.06751102	0.00000000
atlasMiR-41385-5p_CGGGG#4	0.00000000	0.00000000	0.08857269	0.05641329
atlasMiR-41385-3p_CGGGG#4	0.07497873	0.00000000	0.05335602	0.03491978
atlasMiR-41406-5p_CGG#5	0.12266537	0.00000000	0.02616327	0.03862214
atlasMiR-41406-3p_CGG#5	0.125783141	0.680061151	0.009753238	0.014134064
atlasMiR-124607-3p_CGGGG#3	0.11318419	0.00000000	0.02649483	0.05583439
atlasMiR-124607-5p_CGGGG#3	0.064542646	0.000000000	0.066734746	0.007439024
atlasMiR-41410-5p_CCGGG#3	0.10105877	0.00000000	0.04869149	0.00000000
atlasMiR-41410-3p_CCGGG#3	0.01557499	0.00000000	0.09555671	0.00000000
atlasMiR-41413-3p_CGGGG#4	0.11629945	0.00000000	0.03563445	0.01671000
atlasMiR-124613-5p_CGGG#3	0.112902134	0.108767060	0.036940766	0.006276563
atlasMiR-124613-3p_CGGG#3	0.1173963	0.0000000	0.0396830	0.0000000
atlasMiR-124618-5p_CGG#3	0.10003285	0.64431586	0.02130268	0.02665977
atlasMiR-124618-3p_CGG#3	0.07265380	0.00000000	0.04876155	0.05499000
atlasMiR-41431-5p_CGG#2	0.06253824	0.00000000	0.01427376	0.19755294
atlasMiR-41431-3p_CGG#2	0.009655052	0.000000000	0.084052066	0.052114586
atlasMiR-41485-5p_CGGGG#4	0.1124280	0.0000000	0.0423025	0.0000000
atlasMiR-41485-3p_CGGGG#4	0.11748892	0.00000000	0.02635691	0.04666833
atlasMiR-124764-5p_CGGGG#3	0.097373471	0.000000000	0.047817860	0.009476434
atlasMiR-124764-3p_CGGGG#3	0.05804979	0.00000000	0.06472879	0.02603188
atlasMiR-124767-3p_CGGGG#1	0.02919226	0.00000000	0.08030287	0.02671295
atlasMiR-124767-5p_CGGGG#1	0.06151762	0.00000000	0.05137005	0.06658400
atlasMiR-41564-5p_CGGGG#4	0.10426257	0.00000000	0.03808092	0.03032105
atlasMiR-124776-3p_CGG#5	0.14867803	0.00000000	0.02221599	0.00000000
atlasMiR-124776-5p_CGG#5	0.09419462	0.00000000	0.04060665	0.04079786
atlasMiR-41581-5p_CGG#1	0.032349170	0.000000000	0.083336527	0.009315114
atlasMiR-124782-3p_CGG#2	0.10895143	0.00000000	0.04393972	0.00000000
atlasMiR-124782-5p_CGG#2	0.03032824	0.00000000	0.08302318	0.01433698
atlasMiR-41581-3p_CGG#1	0.11762971	0.00000000	0.03387864	0.01874605
atlasMiR-124816-5p_CCGGG#1	0.066432022	0.000000000	0.064484200	0.009619198
atlasMiR-124815-3p_CCGGG#1	0.04483703	0.00000000	0.07612477	0.01019654
atlasMiR-124815-5p_CCGGG#1	0.06941719	0.00000000	0.05782682	0.02716891
atlasMiR-124816-3p_CCGGG#1	0.10150908	0.00000000	0.03010663	0.06322217
atlasMiR-124830-3p_CGGGG#4	0.159861418	0.000000000	0.008186441	0.027179757
atlasMiR-124830-5p_CGGGG#4	0.04514718	0.81362463	0.03933406	0.04837687
atlasMiR-124846_CGGGG#4	0.091078847	0.319181058	0.008565397	0.124003207
atlasMiR-124846-5p_CGGGG#4	0.01093859	0.32146444	0.07191736	0.05449332
atlasMiR-124846-3p_CGGGG#4	0.05265422	0.00000000	0.05152764	0.08179805
atlasMiR-41661-5p_CGG#5	0.11434155	0.00000000	0.02982647	0.03840203
atlasMiR-41661-3p_CGG#5	0.04083394	0.00000000	0.08083225	0.00000000
atlasMiR-124855-3p_CCGGG#4	0.08392915	0.00000000	0.05036256	0.02427005
atlasMiR-124855-5p_CCGGG#4	0.149874200	0.000000000	0.018453660	0.008923745
atlasMiR-41668-5p_CGGGG#4	0.03246821	0.00000000	0.05818368	0.09654534
atlasMiR-41668-3p_CGGGG#4	0.04624248	0.68253609	0.05132873	0.01687690
atlasMiR-41672-5p_CGG#0	0.11486762	0.00000000	0.04006527	0.00000000
atlasMiR-41672-3p_CGG#0	0.04671882	0.00000000	0.05533015	0.07877671
atlasMiR-41675-5p_CGG#3	0.06511110	0.53852442	0.05019545	0.00000000
atlasMiR-41675-3p_CGG#3	0.10439875	0.00000000	0.04077553	0.01759702
atlasMiR-124866_CGG#5	0.1062479	0.8284359	0.0184279	0.0000000
atlasMiR-124866-3p_CGG#5	0.06691081	0.00000000	0.05412110	0.04310446
atlasMiR-124887-5p_CGG#0	0.07340167	0.00000000	0.05714174	0.01951268
atlasMiR-124887-3p_CGG#0	0.12815889	0.00000000	0.02358683	0.03205640
atlasMiR-124888-5p_CGG#0	0.03616547	0.00000000	0.05639647	0.09483484
atlasMiR-124888-3p_CGG#0	0.03132329	0.00000000	0.03156201	0.19269655
atlasMiR-41714-5p_CGG#3	0.152481183	0.000000000	0.016363531	0.009591943
atlasMiR-41714-3p_CGG#3	0.07047479	0.00000000	0.06400550	0.00000000
atlasMiR-124894_CGGGG#3	0.08797484	0.00000000	0.04758797	0.02427005
atlasMiR-124894-3p_CGGGG#3	0.08813480	0.00000000	0.04682353	0.02662852
atlasMiR-124894-5p_CGGGG#3	0.05972508	0.00000000	0.05932739	0.03753170
atlasMiR-41728-5p_CGGGG#3	0.09041555	0.00000000	0.05298981	0.00000000
atlasMiR-124907-5p_CGGGG#2	0.13882177	0.00000000	0.02643587	0.00000000
atlasMiR-124907-3p_CGGGG#2	0.06307293	0.00000000	0.06790161	0.00000000
atlasMiR-124967-3p_CGGG#2	0.10243081	0.00000000	0.04631109	0.00000000
atlasMiR-124967-5p_CGGG#2	0.08379752	0.00000000	0.05128604	0.01865100
atlasMiR-124993-3p_CCGGG#4	0.03539527	0.00000000	0.07812196	0.01751705
atlasMiR-124993-5p_CCGGG#4	0.05086607	0.00000000	0.06293601	0.04140684
atlasMiR-124994_CGGGG#4	0.06395852	0.00000000	0.05996963	0.02603188
atlasMiR-124994-5p_CGGGG#4	0.11879122	0.00000000	0.02891930	0.02940833
atlasMiR-41818-5p_CGGGG#2	0.02348910	0.00000000	0.08941144	0.00000000
atlasMiR-41818-3p_CGGGG#2	0.11242158	0.00000000	0.03657361	0.01415648
atlasMiR-125000-5p_CGG#2	0.13040719	0.00000000	0.02319151	0.02665977
atlasMiR-125000-3p_CGG#2	0.01433280	0.00000000	0.05803143	0.12934365
atlasMiR-125025_CCGGG#4	0.03891338	0.00000000	0.07605822	0.01687690
atlasMiR-125025-5p_CCGGG#4	0.03699868	0.00000000	0.07277142	0.03211223
atlasMiR-125025-3p_CCGGG#4	0.11771174	0.00000000	0.03126692	0.02216599
atlasMiR-125035-3p_CGGG#4	0.08474224	0.00000000	0.05164890	0.01394268
atlasMiR-125058_CG#0	0.13872024	0.00000000	0.02595621	0.00000000
atlasMiR-125058-3p_CG#0	0.07669639	0.00000000	0.05996577	0.00000000
atlasMiR-125058-5p_CG#0	0.10106648	0.00000000	0.04659324	0.00000000
atlasMiR-125066_CGGGG#4	0.0000000	0.0000000	0.1019912	0.0000000
atlasMiR-125066-5p_CGGGG#4	0.12822427	0.00000000	0.03167625	0.00000000
atlasMiR-125066-3p_CGGGG#4	0.04657831	0.00000000	0.06521971	0.03979960
atlasMiR-41875-5p_CGGGG#4	0.03726653	0.00000000	0.07140907	0.03586199
atlasMiR-41875-3p_CGGGG#4	0.147328823	0.000000000	0.018623407	0.008887896
atlasMiR-41882-5p_CGGGG#4	0.03092273	0.00000000	0.08015301	0.01687690
atlasMiR-41882-3p_CGGGG#4	0.05749508	0.00000000	0.04911047	0.07549105
atlasMiR-41897-5p_CG#4	0.04195144	0.00000000	0.06378732	0.05344893
atlasMiR-41897-3p_CG#4	0.095199702	0.000000000	0.047055109	0.008887896
atlasMiR-41901-5p_CGGGG#4	0.01279153	0.00000000	0.08728172	0.02649235
atlasMiR-41901-3p_CGGGG#4	0.1204248	0.0000000	0.0356912	0.0000000
atlasMiR-125104_CG#4	0.06826028	0.31809590	0.04216440	0.04292008
atlasMiR-125104-3p_CG#4	0.05619964	0.00000000	0.06553536	0.01874605
atlasMiR-125104-5p_CG#4	0.12026976	0.00000000	0.03566116	0.00000000
atlasMiR-41937-5p_CGG#5	0.07729895	0.00000000	0.03228943	0.09601208
atlasMiR-41937-3p_CGG#5	0.10607968	0.00000000	0.04338928	0.00000000
atlasMiR-125130_CGG#3	0.03595734	0.00000000	0.05780431	0.08552777
atlasMiR-125130-5p_CGG#3	0.05925075	0.00000000	0.02057318	0.17259568
atlasMiR-125130-3p_CGG#3	0.06864637	0.00000000	0.05107874	0.04546328
atlasMiR-41956_CGGG#4	0.12945255	0.00000000	0.03041444	0.00000000
atlasMiR-41956-5p_CGGG#4	0.10408164	1.00217874	0.01246988	0.00000000
atlasMiR-41956-3p_CGGG#4	0.01110512	0.00000000	0.06962148	0.09121981
atlasMiR-41971-5p_CGG#2	0.07437395	0.32285142	0.05028343	0.00000000
atlasMiR-41971-3p_CGG#2	0.11871190	0.00000000	0.03618193	0.00000000
atlasMiR-41981-5p_CGG#0	0.09967774	0.00000000	0.04262007	0.01415648
atlasMiR-41981-3p_CGG#0	0.10071441	0.00000000	0.03166235	0.05115074
atlasMiR-41996-5p_CGGG#4	0.07234942	0.00000000	0.05423277	0.02598566
atlasMiR-41996-3p_CGGG#4	0.09667773	0.24213857	0.02785115	0.04502292
atlasMiR-125183_CGCGG#4	0.01681045	0.00000000	0.06911134	0.08127130
atlasMiR-125183-5p_CGCGG#4	0.09434608	0.32146444	0.03920132	0.00000000
atlasMiR-125183-3p_CGCGG#4	0.14537372	0.00000000	0.02138254	0.00000000
atlasMiR-125185_CGCGG#4	0.06912309	0.00000000	0.06316635	0.00000000
atlasMiR-125185-5p_CGCGG#4	0.09445554	0.00000000	0.04923472	0.00000000
atlasMiR-125185-3p_CGCGG#4	0.05242888	0.00000000	0.05080612	0.07651300
atlasMiR-125191-5p_CGGG#4	0.01693888	0.00000000	0.09172724	0.00000000
atlasMiR-125191-3p_CGGG#4	0.12203072	0.00000000	0.01976917	0.05103675
atlasMiR-42010-3p_CGGGG#4	0.10032488	0.31809590	0.03586054	0.00000000
atlasMiR-42011-5p_CGGGG#4	0.05551651	0.00000000	0.06051942	0.03555632
atlasMiR-42015-5p_CGGGG#4	0.11571720	0.00000000	0.03745788	0.00000000
atlasMiR-42015-3p_CGGGG#4	0.09065928	0.00000000	0.05119259	0.00000000
atlasMiR-42016-5p_CGGGG#4	0.07433319	0.00000000	0.04942358	0.03819330
atlasMiR-42016-3p_CGGGG#4	0.13756836	0.00000000	0.02545444	0.00000000
atlasMiR-42053-5p_CGGGG#4	0.03232571	0.00000000	0.08315862	0.00000000
atlasMiR-42053-3p_CGGGG#4	0.11700346	0.00000000	0.03671802	0.00000000
atlasMiR-125228-5p_CGGG#4	0.03707742	0.00000000	0.08051306	0.00000000
atlasMiR-125246-5p_CGG#2	0.08790899	0.00000000	0.04937761	0.01155004
atlasMiR-125246-3p_CGG#2	0.02954237	0.00000000	0.08110053	0.01253622
atlasMiR-125265-5p_CGGGG#3	0.05836410	0.00000000	0.06148176	0.02603188
atlasMiR-125264-3p_CGGGG#3	0.04652715	0.00000000	0.05890995	0.05833573
atlasMiR-42109_CCGGG#4	0.05471968	0.00000000	0.07074361	0.00000000
atlasMiR-125264-5p_CGGGG#3	0.12448326	0.31809590	0.01203615	0.03657270
atlasMiR-125265-3p_CGGGG#3	0.15208756	0.00000000	0.01478774	0.00874481
atlasMiR-42109-5p_CCGGG#4	0.09225825	0.00000000	0.02983356	0.07201054
atlasMiR-42109-3p_CCGGG#4	0.07811346	1.00542932	0.02591996	0.00000000
atlasMiR-125282-5p_CGGGG#4	0.000000	0.000000	0.100615	0.000000
atlasMiR-125299-5p_CGG#3	0.04808612	0.00000000	0.06691846	0.02603188
atlasMiR-125299-3p_CGG#3	0.11787585	0.00000000	0.03288850	0.01091313
atlasMiR-42138-5p_CCGGG#4	0.09794842	0.31809590	0.03159331	0.01851649
atlasMiR-42138-3p_CCGGG#4	0.09998392	0.00000000	0.04167219	0.01451330
atlasMiR-125313-5p_CGGGG#3	0.04414593	0.00000000	0.05178279	0.08761495
atlasMiR-125313-3p_CGGGG#3	0.12200650	0.00000000	0.02407517	0.03409880
atlasMiR-42147_CCGGG#3	0.06699129	0.00000000	0.04486653	0.06739883
atlasMiR-42147-5p_CCGGG#3	0.07715889	0.00000000	0.05816336	0.00000000
atlasMiR-42147-3p_CCGGG#3	0.10426331	0.00000000	0.02455281	0.06678043
atlasMiR-125336-3p_CGGGG#4	0.12554565	0.00000000	0.02104122	0.03766940
atlasMiR-125336-5p_CGGGG#4	0.15504149	0.00000000	0.01118791	0.01510992
atlasMiR-42184-5p_CCGGG#0	0.13055858	0.00000000	0.01937624	0.03358516
atlasMiR-42184-3p_CCGGG#0	0.11330714	0.32285142	0.02800809	0.00000000
atlasMiR-42192-5p_CGGGG#4	0.04660937	0.01108498	0.06121680	0.04711466
atlasMiR-42192-3p_CGGGG#4	0.102423909	0.000000000	0.042083104	0.007439024
atlasMiR-125361_CGGGG#4	0.07294738	0.00000000	0.04121194	0.06813014
atlasMiR-125361-3p_CGGGG#4	0.12520769	0.00000000	0.03166388	0.00000000
atlasMiR-125361-5p_CGGGG#4	0.005545783	0.000000000	0.093286844	0.014134064
atlasMiR-42226_CCGGG#3	0.1828957	0.0000000	0.0000000	0.0000000
atlasMiR-42226-5p_CCGGG#3	0.119420500	0.000000000	0.032407601	0.008508084
atlasMiR-42226-3p_CCGGG#3	0.09166543	1.01937007	0.01764125	0.00000000
atlasMiR-42235-5p_CGG#1	0.03901251	0.00000000	0.05902982	0.07050031
atlasMiR-42235-3p_CGG#1	0.015669670	0.000000000	0.089106326	0.008906963
atlasMiR-42246-5p_CGGG#4	0.06143743	0.66858148	0.03800563	0.02603188
atlasMiR-42246-3p_CGGG#4	0.13299695	0.00000000	0.01230121	0.05316159
atlasMiR-42262-5p_CGG#2	0.08726399	0.00000000	0.03861968	0.04867403
atlasMiR-42262-3p_CGG#2	0.10368834	0.00000000	0.04324535	0.00000000
atlasMiR-125413_CGG#0	0.10296812	0.00000000	0.03151065	0.04312737
atlasMiR-125413-3p_CGG#0	0.07423482	0.00000000	0.05013896	0.03285385
atlasMiR-125413-5p_CGG#0	0.07632515	0.00000000	0.05819840	0.00000000
atlasMiR-125445-5p_CGGGG#4	0.09483204	0.00000000	0.03286964	0.05410892
atlasMiR-125445-3p_CGGGG#4	0.08326346	0.00000000	0.05439035	0.00000000
atlasMiR-42341-5p_CGGGG#2	0.1365453	0.0000000	0.0251579	0.0000000
atlasMiR-42341-3p_CGGGG#2	0.02368903	0.00000000	0.06232415	0.08809250
atlasMiR-42357-5p_CGCGG#3	0.03440672	0.00000000	0.08113291	0.00000000
atlasMiR-42357-3p_CGCGG#3	0.07245530	0.00000000	0.06024622	0.00000000
atlasMiR-125489-3p_CGGGG#2	0.02272912	0.00000000	0.05405122	0.11902490
atlasMiR-125489-5p_CGGGG#2	0.13636460	0.00000000	0.02510008	0.00000000
atlasMiR-42396-5p_CGGG#4	0.11132056	0.00000000	0.03882548	0.00000000
atlasMiR-42396-3p_CGGG#4	0.01495000	0.00000000	0.09166831	0.00000000
